Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,145.110001,150.940002,144.729996,149.699997,125.415276,2587140200
2013-02-01,150.649994,153.279999,148.729996,151.610001,127.015465,2581459300
2013-03-01,151.089996,156.850006,150.410004,156.669998,131.254623,2330972300
2013-04-01,156.589996,159.720001,153.550003,159.679993,134.371323,2907035000
2013-05-01,159.330002,169.070007,158.100006,163.449997,137.543808,2781596000
2013-06-01,163.830002,165.990005,155.729996,160.419998,134.994019,3533321800
2013-07-01,161.259995,169.860001,160.220001,168.710007,142.721313,2330904500
2013-08-01,169.990005,170.970001,163.050003,163.649994,138.440750,2283131700
2013-09-01,165.229996,173.600006,163.699997,168.009995,142.129135,2226749600
2013-10-01,168.139999,177.509995,164.529999,175.789993,149.435547,2901739000
2013-11-01,176.020004,181.750000,174.759995,181.000000,153.864410,1930952900
2013-12-01,181.089996,184.690002,177.320007,184.690002,157.001266,2232775900
2014-01-01,183.979996,184.940002,176.880005,178.179993,152.289551,2530650900
2014-02-01,177.970001,187.149994,173.710007,186.289993,159.221130,2394184600
2014-03-01,184.649994,189.020004,183.750000,187.009995,159.836517,2554084300
2014-04-01,187.619995,189.699997,181.309998,188.309998,161.657959,2345902000
2014-05-01,188.220001,192.800003,186.009995,192.679993,165.409485,1781093800
2014-06-01,192.949997,196.600006,191.970001,195.720001,168.019226,1675047300
2014-07-01,196.199997,199.059998,192.970001,193.089996,166.555725,1893710200
2014-08-01,192.559998,200.820007,190.550003,200.710007,173.128647,1829885000
2014-09-01,200.970001,201.899994,196.050003,197.020004,169.945648,2106462700
2014-10-01,196.699997,201.820007,181.919998,201.660004,174.761154,3943068000
2014-11-01,201.919998,207.869995,200.059998,207.199997,179.562164,1571091800
2014-12-01,206.399994,212.970001,197.860001,205.539993,178.123581,3045171000
2015-01-01,206.380005,206.880005,198.550003,199.449997,173.799881,3183506000
2015-02-01,200.050003,212.240005,197.860001,210.660004,183.568237,1901638100
2015-03-01,210.779999,212.059998,204.119995,206.429993,179.882248,2749923000
2015-04-01,206.389999,212.479996,204.509995,208.460007,182.462082,2036685200
2015-05-01,209.399994,213.779999,206.759995,211.139999,184.807816,1892519900
2015-06-01,211.940002,213.339996,205.279999,205.850006,180.177551,2535242600
2015-07-01,207.729996,213.179993,204.110001,210.500000,185.143845,2452758000
2015-08-01,210.460007,211.309998,182.399994,197.669998,173.859329,3734926900
2015-09-01,193.119995,202.889999,186.929993,191.630005,168.546890,3279512900
2015-10-01,192.080002,209.440002,189.119995,207.929993,183.834213,2536184400
2015-11-01,208.320007,211.660004,202.179993,208.690002,184.506134,1924512800
2015-12-01,209.440002,211.000000,199.830002,203.869995,180.244690,2924882300
2016-01-01,200.490005,201.899994,181.020004,193.720001,172.290222,3712950900
2016-02-01,192.529999,196.679993,181.089996,193.559998,172.147964,2920730800
2016-03-01,195.009995,206.869995,194.449997,205.520004,182.784912,2323306500
2016-04-01,204.350006,210.919998,203.089996,206.330002,184.451752,1910635600
2016-05-01,206.919998,210.690002,202.779999,209.839996,187.589554,1828530900
2016-06-01,209.119995,212.520004,198.649994,209.479996,187.267731,2612406900
2016-07-01,209.479996,217.539993,207.059998,217.119995,195.106979,1648453700
2016-08-01,217.190002,219.600006,214.250000,217.380005,195.340637,1519703200
2016-09-01,217.369995,219.220001,212.309998,216.300003,194.370117,2292393000
2016-10-01,215.820007,216.699997,211.210007,212.550003,191.965195,1725687400
2016-11-01,212.929993,221.820007,208.380005,220.380005,199.036850,2073824400
2016-12-01,220.729996,228.339996,219.149994,223.529999,201.881729,1821910200
2017-01-01,225.039993,229.710007,223.880005,227.529999,206.705566,1482408500
2017-02-01,227.529999,237.309998,226.820007,236.470001,214.827362,1365136600
2017-03-01,238.389999,240.320007,231.610001,235.740005,214.164169,1921474100
2017-04-01,235.800003,239.529999,232.509995,238.080002,217.230988,1549613700
2017-05-01,238.679993,242.080002,235.429993,241.440002,220.296722,1492547000
2017-06-01,241.970001,245.009995,239.960007,241.800003,220.625229,1572753000
2017-07-01,242.880005,248.000000,240.339996,246.770004,226.257965,1055908800
2017-08-01,247.460007,248.910004,241.830002,247.490005,226.918152,1557031500
2017-09-01,247.919998,251.320007,244.949997,251.229996,230.347275,1286405100
2017-10-01,251.490005,257.890015,251.289993,257.149994,236.945267,1320624600
2017-11-01,258.040009,266.049988,255.630005,265.010010,244.187683,1365620900
2017-12-01,264.760010,268.600006,260.760010,266.859985,245.892273,1715222900
2018-01-01,267.839996,286.630005,267.399994,281.899994,261.078308,1985506700
2018-02-01,281.070007,283.059998,252.919998,271.649994,251.585419,2923722000
2018-03-01,271.410004,280.410004,257.829987,263.149994,243.713211,2323561800
2018-04-01,262.549988,271.299988,254.669998,264.510010,245.953949,1998466500
2018-05-01,263.869995,274.250000,259.049988,270.940002,251.932922,1606397200
2018-06-01,272.410004,279.480011,268.489990,271.279999,252.249008,1599001000
2018-07-01,269.510010,284.369995,269.239990,281.329987,262.768555,1266892500
2018-08-01,281.559998,291.739990,279.160004,290.309998,271.156128,1308443700
2018-09-01,289.839996,293.940002,286.709991,290.720001,271.539063,1228103300
2018-10-01,292.109985,293.209991,259.850006,270.630005,253.918839,3024345800
2018-11-01,271.600006,281.220001,263.070007,275.649994,258.628845,2021061200
2018-12-01,280.279999,280.399994,233.759995,249.919998,234.487656,3102780500
2019-01-01,245.979996,270.470001,243.669998,269.929993,254.740952,2048691700
2019-02-01,270.149994,281.309998,267.829987,278.679993,262.998566,1371716300
2019-03-01,280.440002,285.179993,272.420013,282.480011,266.584808,1678081300
2019-04-01,284.700012,294.450012,284.399994,294.019989,278.697632,1209204700
2019-05-01,294.720001,294.950012,275.239990,275.269989,260.924774,1845593200
2019-06-01,275.309998,296.309998,273.089996,293.000000,277.730774,1340435600
2019-07-01,296.679993,302.230011,294.329987,297.429993,283.301147,1110102300
2019-08-01,297.600006,300.869995,281.720001,292.450012,278.557770,2034004800
2019-09-01,290.570007,302.630005,289.269989,296.769989,282.672516,1303830000
2019-10-01,297.739990,304.549988,284.820007,303.329987,290.255096,1386748300
2019-11-01,304.920013,315.480011,304.739990,314.309998,300.761871,1037123500
2019-12-01,314.589996,323.799988,307.130005,321.859985,307.986450,1285175800
2020-01-01,323.540009,332.950012,320.359985,321.730011,309.375671,1392003800
2020-02-01,323.350006,339.079987,285.540009,296.260010,284.883667,2110214900
2020-03-01,298.209991,313.839996,218.259995,257.750000,247.852432,5926017600
2020-04-01,247.979996,294.880005,243.899994,290.480011,280.968140,2819312300
2020-05-01,285.309998,306.839996,272.989990,304.320007,294.355011,1910460500
2020-06-01,303.619995,323.410004,296.739990,308.359985,298.262604,2358674500
2020-07-01,309.570007,327.230011,309.070007,326.519989,317.217804,1505145300
2020-08-01,328.320007,351.299988,327.730011,349.309998,339.358551,1045563300
2020-09-01,350.209991,358.750000,319.799988,334.890015,325.349426,1814712700
2020-10-01,337.690002,354.019989,322.600006,326.540009,318.507141,1629016100
2020-11-01,330.200012,364.380005,327.239990,362.059998,353.153351,1535244300
2020-12-01,365.570007,378.459991,362.029999,373.880005,364.682617,1344541500
2021-01-01,375.309998,385.850006,364.820007,370.070007,362.504974,1402265400
2021-02-01,373.720001,394.170013,370.380005,380.359985,372.584625,1307806200
2021-03-01,385.589996,398.119995,371.880005,396.329987,388.228180,2401715800
2021-04-01,398.399994,420.720001,398.179993,417.299988,410.108307,1462106600
2021-05-01,419.429993,422.820007,404.000000,420.040009,412.801117,1547235900
2021-06-01,422.570007,428.779999,414.700012,428.059998,420.682861,1282152400
2021-07-01,428.869995,441.799988,421.970001,438.510010,432.362732,1422104700
2021-08-01,440.339996,453.070007,436.100006,451.559998,445.229767,1254001400
2021-09-01,452.559998,454.049988,428.779999,429.140015,423.124054,1745559600
2021-10-01,430.980011,459.559998,426.359985,459.250000,454.262573,1508665200
2021-11-01,460.299988,473.540009,455.299988,455.559998,450.612701,1335351500
2021-12-01,461.640015,479.000000,448.920013,474.959991,469.801971,1927433900
2022-01-01,476.299988,479.980011,420.760010,449.910004,446.587494,2485167800
2022-02-01,450.679993,458.119995,410.640015,436.630005,433.405579,2297975100
2022-03-01,435.040009,462.070007,415.119995,451.640015,448.304718,2380929500
2022-04-01,453.309998,457.829987,411.209991,412.000000,410.227936,1856757400
2022-05-01,412.070007,429.660004,380.540009,412.929993,411.153931,2418478100
2022-06-01,415.170013,417.440002,362.170013,377.250000,375.627411,1958378900
2022-07-01,376.559998,390.640015,372.899994,388.670013,388.670013,363514500
2022-07-08,387.269989,390.640015,385.660004,388.670013,388.670013,72397765
